,Station Name,Province,Climate ID,StationId,Latitude (y),Longitude (x),Elevation (m),First Year,Last Year,Status,Null pourcent
694,COLD LAKE A,ALBERTA,3081680,2832,54.42,-110.28,541.0,1952,2023,True,0.0
695,DUPRE AGCM,ALBERTA,3081690,47070,54.37,-110.87,556.0,2008,2023,True,13.333333333333334
696,BEAVERDAM AGCM,ALBERTA,308X001,55418,54.18,-110.32,592.0,2023,2023,False,74.25287356321839
697,BRATT'S LAKE CLIMATE,SASKATCHEWAN,4010811,44543,50.2,-104.71,580.0,2005,2023,True,1.6091954022988506
698,BROADVIEW,SASKATCHEWAN,4010879,2855,50.37,-102.57,599.8,1965,2023,True,0.6269592476489028
699,BUFFALO POUND LAKE,SASKATCHEWAN,4010984,2859,50.55,-105.38,588.0,1965,2023,True,24.012539184952978
700,DUVAL,SASKATCHEWAN,4012300,2890,51.18,-104.87,584.0,1957,2022,True,11.598746081504702
701,ESTEVAN A,SASKATCHEWAN,4012403,54261,49.21,-102.97,580.3,2015,2023,True,3.218390804597701
702,ESTEVAN,SASKATCHEWAN,4012410,49728,49.22,-102.97,580.6,2011,2023,True,2.8213166144200628
703,INDIAN HEAD CDA,SASKATCHEWAN,4013480,2925,50.55,-103.65,579.1,1885,2023,True,1.1494252873563218
704,KELLIHER,SASKATCHEWAN,4013660,2930,51.26,-103.75,675.6,1951,2023,True,0.5642633228840125
705,KIPLING,SASKATCHEWAN,4014040,2933,50.2,-102.73,671.2,1949,2023,True,0.3761755485893417
706,LAST MOUNTAIN CS,SASKATCHEWAN,4014156,2942,51.42,-105.25,497.0,1975,2023,True,0.877742946708464
707,LEROY,SASKATCHEWAN,4014322,2947,52.0,-104.63,535.4,1980,2023,True,0.3134796238244514
708,LIPTON 2,SASKATCHEWAN,4014481,2951,51.15,-103.89,640.0,1979,2023,True,10.512016718913271
709,MOOSE JAW CS,SASKATCHEWAN,4015322,27476,50.33,-105.54,577.0,1997,2023,True,0.5015673981191223
710,MUENSTER,SASKATCHEWAN,4015440,2973,52.33,-105.0,580.0,1904,2023,True,25.95611285266457
711,OXBOW,SASKATCHEWAN,4015800,2981,49.32,-102.12,576.0,1949,2023,True,9.864158829676072
712,PARKERVIEW,SASKATCHEWAN,4015870,2984,51.4,-103.27,637.0,1979,2022,False,63.69905956112852
713,QU'APPELLE 1,SASKATCHEWAN,4016322,2992,50.57,-103.98,662.9,1962,2023,True,0.2507836990595611
714,REGINA INTL A,SASKATCHEWAN,4016566,51441,50.43,-104.67,577.6,2013,2023,False,34.12748171368861
715,REGINA RCS,SASKATCHEWAN,4016699,28011,50.43,-104.67,577.3,1996,2023,True,1.6509926854754442
716,WATROUS EAST,SASKATCHEWAN,4018642,10785,51.67,-105.4,525.6,1992,2023,True,1.6927899686520376
717,YELLOW GRASS NORTH,SASKATCHEWAN,4019041,54518,49.82,-104.18,578.0,2016,2023,True,0.4597701149425287
718,YORKTON,SASKATCHEWAN,4019073,49808,51.26,-102.46,498.4,2011,2023,True,0.877742946708464
719,YORKTON,SASKATCHEWAN,4019075,48977,51.26,-102.46,498.3,2011,2023,True,3.8662486938349
720,WYNYARD (AUT),SASKATCHEWAN,40190LN,10660,51.77,-104.2,560.1,1992,2023,True,0.6896551724137931
721,WEYBURN,SASKATCHEWAN,401HP5R,10666,49.7,-103.8,588.6,1992,2023,True,2.2988505747126435
722,ASSINIBOIA AIRPORT,SASKATCHEWAN,4020286,10805,49.73,-105.95,725.5,1992,2023,True,0.877742946708464
723,BEECHY,SASKATCHEWAN,4020560,3071,50.83,-107.31,659.9,1926,2023,True,3.8244514106583063
724,ELBOW CS,SASKATCHEWAN,4022359,3088,51.13,-106.58,595.0,1972,2023,True,0.9195402298850576
725,ELBOW 2 NE,SASKATCHEWAN,4022363,3091,51.17,-106.55,605.3,1990,2021,False,66.26959247648902
726,LUCKY LAKE,SASKATCHEWAN,4024714,10724,50.95,-107.15,664.7,1992,2023,True,0.6269592476489028
727,MAPLE CREEK,SASKATCHEWAN,4024919,10667,49.9,-109.47,766.7,1992,2023,True,0.5851619644723093
728,ROCK POINT,SASKATCHEWAN,4026847,3142,51.15,-107.26,725.1,1973,2023,True,0.1253918495297805
729,STEWART VALLEY,SASKATCHEWAN,4027775,3151,50.6,-107.8,727.0,1984,2022,False,71.38975966562174
730,SWIFT CURRENT,SASKATCHEWAN,4028038,48976,50.29,-107.69,816.9,2011,2023,True,5.8098223615465
731,SWIFT CURRENT CDA,SASKATCHEWAN,4028060,3157,50.27,-107.73,825.0,1959,2023,True,1.0240334378265412
732,LEADER AIRPORT,SASKATCHEWAN,402DAF0,10795,50.91,-109.5,675.5,1992,2023,True,0.6269592476489028
733,CORONACH SPC,SASKATCHEWAN,40318MN,3172,49.05,-105.48,756.0,1980,2023,True,0.5642633228840125
734,CYPRESS HILLS PARK,SASKATCHEWAN,4031999,10888,49.64,-109.51,1270.6,1992,2023,True,0.5642633228840125
735,EASTEND CYPRESS (AUT),SASKATCHEWAN,4032322,7485,49.44,-108.99,1079.6,1992,2023,True,0.4806687565308254
736,MANKOTA,SASKATCHEWAN,4034910,3186,49.1,-107.02,830.0,1962,2023,True,14.336468129571578
737,ROCKGLEN (AUT),SASKATCHEWAN,4036844,3193,49.17,-105.98,917.0,1970,2023,True,0.4597701149425287
738,VAL MARIE SOUTHEAST,SASKATCHEWAN,4038412,10821,49.06,-107.59,796.0,1992,2023,True,0.7105538140020898
739,BICKLEIGH,SASKATCHEWAN,4040587,3210,51.29,-108.41,676.4,1988,2021,False,64.15882967607106
740,BUTTE ST PIERRE,SASKATCHEWAN,4041000,3212,53.45,-109.2,571.5,1955,2023,True,0.5433646812957158
741,KINDERSLEY A,SASKATCHEWAN,4043899,54280,51.52,-109.18,693.7,2016,2023,False,34.211076280041794
742,KINDERSLEY A,SASKATCHEWAN,4043901,51739,51.52,-109.18,693.7,2013,2023,True,2.2361546499477534
743,KINDERSLEY AIRPORT,SASKATCHEWAN,4043902,55278,51.52,-109.18,691.11,2021,2023,False,39.49843260188088
744,NORTH BATTLEFORD RCS,SASKATCHEWAN,4045607,44344,52.77,-108.26,548.0,2005,2023,True,0.7523510971786834
745,NORTH BATTLEFORD,SASKATCHEWAN,4045695,48609,52.77,-108.24,548.3,2010,2023,True,3.5736677115987465
746,ROSETOWN EAST,SASKATCHEWAN,4046884,10784,51.57,-107.92,586.0,1992,2023,True,1.0658307210031348
747,SCOTT CDA,SASKATCHEWAN,4047240,3259,52.36,-108.83,659.6,1911,2023,True,0.877742946708464
748,SONNINGDALE,SASKATCHEWAN,4047644,3261,52.32,-107.77,716.3,1984,2023,True,6.77115987460815
749,WASECA RCS,SASKATCHEWAN,4048521,51798,53.13,-109.41,640.0,2013,2023,True,2.528735632183908
750,HOEY,SASKATCHEWAN,4053264,3300,52.85,-105.78,473.0,1986,2022,False,99.08045977011494
751,MELFORT,SASKATCHEWAN,4055079,10727,52.82,-104.6,490.0,1992,2023,True,1.5882967607105538
752,OUTLOOK PFRA,SASKATCHEWAN,4055736,3318,51.48,-107.05,541.0,1952,2023,True,1.797283176593521
753,PILGER,SASKATCHEWAN,4056121,50977,52.42,-105.15,552.0,2012,2023,True,3.0929989550679204
754,PRINCE ALBERT A,SASKATCHEWAN,4056241,51878,53.21,-105.67,428.2,2013,2023,True,3.552769070010449
755,PRINCE ALBERT GLASS FIELD,SASKATCHEWAN,4056243,54498,53.21,-105.68,425.45,2016,2023,True,0.3761755485893417
756,SASKATOON INTL A,SASKATCHEWAN,4057152,50091,52.17,-106.7,504.1,2012,2023,False,34.754440961337515
757,SASKATOON RCS,SASKATCHEWAN,4057165,47707,52.17,-106.72,504.1,2008,2023,True,1.0031347962382446
758,BUFFALO NARROWS (AUT),SASKATCHEWAN,4060983,7534,55.84,-108.42,440.1,1992,2023,True,1.5882967607105538
759,BUFFALO NARROWS A,SASKATCHEWAN,4060988,53020,55.84,-108.42,433.7,2014,2023,True,1.671891327063741
760,CIGAR LAKE,SASKATCHEWAN,4061570,3359,58.08,-104.48,467.0,1987,2023,True,4.305120167189132
761,COLLINS BAY SK,SASKATCHEWAN,4061620,53218,58.23,-103.68,412.6,2015,2023,True,0.3134796238244514
762,COLLINS BAY CAMECO,SASKATCHEWAN,4061632,6873,58.18,-103.7,490.1,1992,2023,True,2.2361546499477534
763,ISLAND FALLS (AUT),SASKATCHEWAN,4063605,42883,55.53,-102.35,297.4,2004,2023,True,0.6269592476489028
764,JIMMY LAKE AWOS,SASKATCHEWAN,4063623,30724,54.91,-109.96,637.1,2004,2022,False,66.18599791013584
765,KEY LAKE,SASKATCHEWAN,4063753,49448,57.25,-105.6,513.9,2011,2023,True,5.036572622779519
766,KEY LAKE,SASKATCHEWAN,4063757,48872,57.26,-105.62,513.9,2010,2023,True,1.8808777429467085
767,LA RONGE RCS,SASKATCHEWAN,4064149,29371,55.15,-105.27,378.6,1999,2023,True,1.128526645768025
768,LA RONGE A,SASKATCHEWAN,4064155,51425,55.15,-105.27,379.2,2013,2023,True,0.877742946708464
769,LOON LAKE RCS,SASKATCHEWAN,4064620,48148,54.02,-109.14,545.6,2009,2023,True,5.141065830721003
770,MEADOW LAKE A,SASKATCHEWAN,4065063,53021,54.13,-108.52,480.7,2014,2023,False,34.67084639498433
771,SOUTHEND,SASKATCHEWAN,4067655,10242,56.33,-103.28,344.1,1992,2023,True,0.3970741901776384
772,SPIRITWOOD WEST,SASKATCHEWAN,4067723,10850,53.37,-107.55,584.3,1992,2023,True,1.128526645768025
773,STONY RAPIDS,SASKATCHEWAN,4067799,48548,59.25,-105.84,244.15,2010,2023,True,6.9174503657262285
774,WASKESIU LAKE,SASKATCHEWAN,4068559,10688,53.92,-106.07,569.4,1992,2023,True,0.8986415882967607
775,MEADOW LAKE,SASKATCHEWAN,406N0NM,10198,54.13,-108.52,481.0,1994,2023,True,1.400208986415883
776,URANIUM CITY (AUT),SASKATCHEWAN,406QLD0,9831,59.57,-108.48,318.2,1992,2023,True,10.240334378265413
777,NIPAWIN,SASKATCHEWAN,4075525,48608,53.33,-104.01,371.9,2010,2023,True,2.3824451410658307
778,NIPAWIN,SASKATCHEWAN,407N51G,10195,53.33,-104.0,371.9,1994,2023,True,1.9017763845350053
779,HUDSON BAY(AUT),SASKATCHEWAN,4083324,46367,52.82,-102.32,358.1,2007,2023,True,2.340647857889237
780,BALDUR,MANITOBA,5010140,3463,49.28,-99.29,449.9,1962,2023,True,2.2361546499477534
781,BRANDON A,MANITOBA,5010481,50821,49.91,-99.95,409.3,2012,2023,True,1.1703239289446186
782,BRANDON RCS,MANITOBA,5010490,49909,49.9,-99.95,409.4,2012,2023,True,2.612330198537095
783,CARBERRY CS,MANITOBA,5010547,27741,49.91,-99.36,383.5,1994,2023,True,0.877742946708464
784,CYPRESS RIVER RCS,MANITOBA,5010641,48128,49.56,-99.07,374.0,2009,2023,True,0.5851619644723093
785,ELKHORN 2 EAST,MANITOBA,5010QFQ,3460,49.93,-101.2,497.5,1987,2023,True,8.108672936259143
786,PORTAGE ROMANCE,MANITOBA,5012300,45987,49.98,-98.3,262.4,2007,2023,False,66.68756530825496
787,PORTAGE LA PRAIRIE CDA,MANITOBA,5012321,3519,49.95,-98.27,259.1,1970,2023,False,86.87565308254963
788,PORTAGE SOUTHPORT,MANITOBA,5012324,10884,49.9,-98.28,272.7,1992,2023,True,0.438871473354232
789,ROBLIN,MANITOBA,5012469,27119,51.18,-101.36,539.5,1996,2023,True,0.6478578892371997
790,SHOAL LAKE CS,MANITOBA,5012654,10927,50.45,-100.6,561.3,1993,2023,True,0.8568443051201672
791,VIRDEN WATER,MANITOBA,5012961,47367,49.84,-100.93,439.5,2008,2023,True,4.890282131661442
792,WASAGAMING,MANITOBA,5013117,3562,50.66,-99.94,627.4,1966,2023,True,2.089864158829676
793,MELITA,MANITOBA,501A7AR,10185,49.28,-100.99,445.9,1992,2023,True,0.8359456635318705
794,ROBLIN FRIESEN 3 NORTHWEST,MANITOBA,501B4G2,6879,51.27,-101.4,556.4,1991,2023,False,67.25182863113898
795,RIVERS PETTAPIECE,MANITOBA,501BMMA,3457,50.11,-100.18,487.5,1987,2023,False,66.72936259143157
796,ROSSBURN 4 NORTH,MANITOBA,501KE01,3458,50.75,-100.82,609.6,1986,2023,False,72.66457680250784
797,DEERWOOD RCS,MANITOBA,5020725,29886,49.4,-98.32,341.4,2000,2023,True,6.750261233019854
798,EMERSON AUTO,MANITOBA,5020881,48068,49.0,-97.24,242.0,2009,2023,True,2.5705329153605017
799,GRETNA (AUT),MANITOBA,5021220,3605,49.03,-97.56,252.6,1885,2023,True,0.7732497387669801
800,HOLLAND,MANITOBA,5021302,3609,49.61,-98.88,374.9,1984,2023,False,80.18808777429467
801,KLEEFELD (MAFRI),MANITOBA,5021500,50897,49.52,-96.9,246.5,2012,2023,True,2.19435736677116
802,MARQUETTE,MANITOBA,5021695,3619,50.01,-97.81,243.8,1969,2023,True,11.410658307210031
803,MORDEN CDA CS,MANITOBA,5021849,29593,49.19,-98.08,297.5,1999,2023,True,0.7732497387669801
804,OAKBANK,MANITOBA,5022051,3641,49.93,-96.85,245.6,1885,2022,False,79.39393939393939
805,PILOT MOUND (AUT),MANITOBA,5022125,3649,49.19,-98.9,470.3,1957,2023,True,0.8568443051201672
806,ST LABRE,MANITOBA,5022575,3667,49.35,-96.04,352.0,1981,2023,False,66.95924764890282
807,SCHANZENFELD,MANITOBA,5022623,6889,49.13,-97.95,277.4,1991,2023,False,68.19226750261232
808,SPRAGUE,MANITOBA,5022759,10196,49.02,-95.6,328.8,1992,2023,True,1.0031347962382446
809,STONY MOUNTAIN,MANITOBA,5022791,3678,50.12,-97.17,236.2,1972,2023,True,6.269592476489027
810,WINNIPEG CHARLESWOOD 2,MANITOBA,5023225,43185,49.85,-97.27,238.0,2004,2022,False,84.76489028213166
811,WINNIPEG INTL A,MANITOBA,5023227,51097,49.91,-97.24,238.7,2013,2023,False,35.00522466039707
812,WINNIPEG THE FORKS,MANITOBA,5023262,28051,49.89,-97.13,230.0,1999,2023,True,1.3584117032392893
813,CARMAN U OF M CS,MANITOBA,502I001,26857,49.5,-98.03,268.2,1995,2023,True,1.1494252873563218
814,WINNIPEG A CS,MANITOBA,502S001,27174,49.92,-97.25,238.7,1996,2023,True,0.8359456635318705
815,BERENS RIVER CS,MANITOBA,5030203,3721,52.36,-97.02,221.9,1985,2023,True,7.899686520376176
816,BERENS RIVER A,MANITOBA,5030204,53318,52.36,-97.02,222.2,2015,2023,False,35.79937304075235
817,GEORGE ISLAND (AUT),MANITOBA,5030984,7333,52.82,-97.62,222.5,1994,2023,True,12.76907001044932
818,FISHER BRANCH (AUT),MANITOBA,50309J6,8993,51.08,-97.55,253.0,1992,2023,True,1.233019853709509
819,GIMLI HARBOUR CS,MANITOBA,5031041,27867,50.63,-96.98,217.02,1999,2023,False,35.00522466039707
820,GIMLI CLIMATE,MANITOBA,5031042,45007,50.63,-97.05,230.1,2006,2023,True,1.5047021943573669
821,GREAT FALLS CLIMATE,MANITOBA,5031201,43243,50.52,-95.98,253.0,2005,2023,True,0.9613375130616508
822,HODGSON 3,MANITOBA,5031310,52858,51.21,-97.57,231.7,2014,2021,False,67.33542319749216
823,INDIAN BAY,MANITOBA,5031320,3746,49.62,-95.2,326.7,1915,2023,True,0.7523510971786834
824,GRAND RAPIDS (AUT),MANITOBA,5031A10,7290,53.19,-99.27,222.5,1992,2023,True,3.0512016718913277
825,PINAWA CANWARN,MANITOBA,5032161,43620,50.15,-95.89,277.7,2005,2023,False,67.1055381400209
826,RENNIE,MANITOBA,5032360,3755,49.85,-95.53,323.1,1948,2023,False,57.01149425287356
827,VICTORIA BEACH (AUT),MANITOBA,5032951,9035,50.7,-96.57,220.1,1996,2023,False,34.37826541274817
828,PINAWA,MANITOBA,503B1ER,10186,50.18,-96.06,268.0,1992,2023,True,8.443051201671892
829,BEAVER,MANITOBA,5040166,3775,50.05,-98.7,268.2,1973,2023,False,98.01462904911182
830,DAUPHIN CS,MANITOBA,5040681,26866,51.1,-100.06,304.5,1995,2023,True,0.8568443051201672
831,DAUPHIN,MANITOBA,5040689,48868,51.1,-100.05,304.5,2010,2023,True,5.538140020898641
832,COWAN,MANITOBA,5040FJ3,3766,52.03,-100.65,365.8,1984,2023,True,22.63322884012539
833,MAFEKING,MANITOBA,5041685,3820,52.67,-101.1,325.0,1983,2023,True,13.04075235109718
834,MCCREARY,MANITOBA,5043158,3853,50.71,-99.53,351.0,1971,2023,True,2.9258098223615465
835,OAKPOINT MARINE,MANITOBA,504K0NM,10881,50.5,-98.04,249.6,1994,2023,True,1.3375130616509927
836,SWAN RIVER RCS,MANITOBA,504K80K,10188,52.11,-101.23,334.8,1993,2023,True,0.6269592476489028
837,FLIN FLON,MANITOBA,5050919,10213,54.68,-101.68,303.9,1994,2023,True,4.137931034482759
838,FLIN FLON,MANITOBA,5050920,3857,54.77,-101.88,320.0,1927,2021,False,53.75130616509927
839,FLIN FLON A,MANITOBA,5050973,52961,54.68,-101.68,304.2,2014,2023,False,35.75757575757576
840,THE PAS A,MANITOBA,5052882,54279,53.97,-101.09,270.6,2016,2023,True,2.361546499477534
841,THE PAS CLIMATE,MANITOBA,5052890,43983,53.97,-101.1,274.0,2005,2023,True,2.25705329153605
842,CHURCHILL A,MANITOBA,5060595,48969,58.74,-94.07,29.3,2010,2023,True,14.58725182863114
843,CHURCHILL A,MANITOBA,5060605,50148,58.74,-94.07,29.3,2012,2023,False,37.82654127481714
844,CHURCHILL CLIMATE,MANITOBA,5060608,44244,58.73,-94.07,28.5,2005,2023,True,2.340647857889237
845,CROSS LAKE JENPEG 2,MANITOBA,5060622,54658,54.54,-98.03,218.8,2017,2023,False,47.25182863113898
846,GILLAM,MANITOBA,5060999,10217,56.36,-94.7,145.3,1994,2023,True,2.152560083594566
847,GILLAM A,MANITOBA,5061022,52758,56.36,-94.71,145.1,2014,2023,True,23.46917450365726
848,GILLAM A,MANITOBA,5061025,53698,56.36,-94.71,145.1,2015,2023,False,52.476489028213166
849,ISLAND LAKE A,MANITOBA,5061374,54278,53.86,-94.65,235.3,2016,2023,True,20.564263322884013
850,ISLAND LAKE A,MANITOBA,5061375,53398,53.86,-94.65,235.3,2015,2021,False,98.30721003134796
851,KELSEY DAM CS,MANITOBA,5061422,29533,56.04,-96.51,182.9,2000,2023,True,13.68861024033438
852,LYNN LAKE,MANITOBA,5061645,48588,56.86,-101.08,356.6,2010,2023,True,6.248693834900731
853,LYNN LAKE RCS,MANITOBA,5061649,48728,56.85,-101.07,354.2,2010,2023,True,5.579937304075235
854,NORWAY HOUSE,MANITOBA,5062040,48951,53.96,-97.84,223.7,2010,2023,True,3.74085684430512
855,TADOULE LAKE,MANITOBA,5062835,48972,58.71,-98.51,281.3,2011,2023,True,29.61337513061651
856,TADOULE LAKE CS,MANITOBA,5062840,30475,58.72,-98.5,262.01,2000,2023,True,25.287356321839084
857,THOMPSON AIRPORT,MANITOBA,5062918,55138,55.8,-97.88,214.0,2020,2023,True,17.533960292580982
858,THOMPSON A,MANITOBA,5062921,53118,55.8,-97.86,224.0,2013,2023,True,2.2361546499477534
859,ATTAWAPISKAT A,ONTARIO,6010400,52918,52.93,-82.43,9.1,2015,2023,True,7.502612330198537
860,BIG TROUT LAKE A,ONTARIO,6010735,49488,53.82,-89.9,222.5,2011,2023,True,4.012539184952979
861,BIG TROUT LAKE,ONTARIO,6010740,50857,53.82,-89.89,222.5,2012,2023,True,4.597701149425287
862,EAR FALLS (AUT),ONTARIO,6012199,27865,50.63,-93.22,362.6,1999,2023,True,0.7523510971786834
863,FORT SEVERN A,ONTARIO,6012501,51219,56.02,-87.68,15.8,2013,2023,True,3.072100313479624
864,LANSDOWNE HOUSE A,ONTARIO,6014351,51237,52.2,-87.93,254.2,2013,2023,True,7.732497387669801
865,LANSDOWNE HOUSE (AUT),ONTARIO,6014353,10244,52.2,-87.94,253.4,1992,2023,True,7.816091954022989
866,MUSKRAT DAM,ONTARIO,6015026,50722,53.44,-91.76,277.7,2012,2023,True,9.717868338557992
867,PEAWANUCK (AUT),ONTARIO,6016295,10197,54.98,-85.43,52.7,1994,2023,True,4.848484848484849
868,PEAWANUCK A,ONTARIO,6016298,52878,54.99,-85.44,52.7,2014,2023,True,6.750261233019854
869,PICKLE LAKE (AUT),ONTARIO,6016525,3920,51.45,-90.22,390.8,1930,2023,True,0.7105538140020898
870,PICKLE LAKE A,ONTARIO,6016528,52418,51.45,-90.21,386.2,2013,2023,True,7.001044932079415
871,RED LAKE A,ONTARIO,6016971,52419,51.07,-93.79,385.9,2013,2023,False,34.96342737722048
872,SANDY LAKE A,ONTARIO,6017401,50723,53.06,-93.34,289.9,2012,2023,True,11.180773249738769
873,WEAGAMOW LAKE,ONTARIO,6019400,55362,52.94,-91.32,291.0,2023,2023,False,75.06792058516196
874,BARWICK,ONTARIO,6020559,3932,48.63,-93.97,335.0,1978,2023,True,0.438871473354232
875,ATIKOKAN (AUT),ONTARIO,6020LPQ,10220,48.76,-91.63,389.3,1994,2023,True,0.6478578892371997
876,FORT FRANCES RCS,ONTARIO,6022474,46507,48.65,-93.44,342.0,2007,2023,True,0.8359456635318705
877,MINE CENTRE SOUTHWEST,ONTARIO,6025205,44343,48.76,-92.62,361.0,2005,2022,False,34.08568443051202
878,DRYDEN REGIONAL,ONTARIO,6032125,48869,49.83,-92.74,412.7,2010,2023,True,2.0689655172413794
879,KENORA RCS,ONTARIO,6034073,47307,49.79,-94.38,412.7,2008,2023,True,1.2121212121212122
880,KENORA A,ONTARIO,6034076,51137,49.79,-94.36,409.7,2013,2023,True,2.4869383490073145
881,RAWSON LAKE,ONTARIO,6036904,3966,49.65,-93.72,358.1,1969,2022,True,3.5736677115987465
882,RAWSON LAKE (AUT),ONTARIO,6036907,30455,49.66,-93.73,435.0,2003,2023,True,11.09717868338558
883,ROYAL ISLAND (AUT),ONTARIO,6037201,10899,49.47,-94.76,329.0,1994,2022,False,42.06896551724138
884,SIOUX LOOKOUT A,ONTARIO,6037776,51138,50.11,-91.91,383.1,2013,2023,True,3.74085684430512
885,SIOUX LOOKOUT AIRPORT,ONTARIO,6037800,54605,50.11,-91.91,338.1,2018,2023,True,0.3970741901776384
886,ARMSTRONG (AUT),ONTARIO,6040325,3987,50.29,-88.91,322.5,1938,2023,True,23.051201671891327
887,ARMSTRONG A,ONTARIO,6040327,52900,50.29,-88.91,322.5,2015,2023,True,7.920585161964472
888,CAMERON FALLS (AUT),ONTARIO,6041110,27674,49.15,-88.34,232.6,1998,2023,True,0.7941483803552769
889,CARIBOU ISLAND (AUT),ONTARIO,6041222,7582,47.33,-85.83,187.0,1993,2023,False,32.685475444096134
890,GERALDTON A,ONTARIO,6042717,53519,49.78,-86.94,348.4,2015,2022,False,52.225705329153605
891,GERALDTON A,ONTARIO,6042718,54240,49.78,-86.99,348.4,2016,2023,True,21.69278996865204
892,GERALDTON AIRPORT,ONTARIO,6042719,54858,49.78,-86.93,340.0,2018,2023,True,0.6269592476489028
893,HAZELWOOD,ONTARIO,6043390,54378,48.47,-89.27,322.5,2016,2023,False,67.25182863113898
894,MARATHON A,ONTARIO,6044967,53138,48.76,-86.35,314.6,2014,2023,False,36.21734587251829
895,PUKASKWA (AUT),ONTARIO,6046768,49848,48.61,-86.29,191.5,2011,2023,True,0.9195402298850576
896,TERRACE BAY AIRPORT,ONTARIO,6048232,54606,48.82,-87.09,290.0,2017,2023,True,0.8568443051201672
897,THUNDER BAY,ONTARIO,6048260,49389,48.37,-89.32,199.3,2012,2023,True,9.362591431556949
898,THUNDER BAY A,ONTARIO,6048262,50132,48.37,-89.32,199.3,2012,2023,False,40.626959247648905
899,THUNDER BAY CS,ONTARIO,6048268,30682,48.37,-89.33,199.4,2000,2023,True,2.84221525600836
900,UPSALA (AUT),ONTARIO,6049095,4057,49.03,-90.47,488.5,1972,2023,True,0.7105538140020898
901,WELCOME ISLAND (AUT),ONTARIO,6049443,4061,48.37,-89.12,211.4,1967,2023,True,16.112852664576803
902,LITTLE FLATLAND ISLAND (AUT),ONTARIO,6049470,43104,49.69,-88.31,261.0,2005,2023,False,41.06583072100313
903,LAKE SUPERIOR PROVINCIAL PARK,ONTARIO,6054425,51958,47.72,-84.81,400.62,2013,2023,True,0.8986415882967607
904,SAULT STE MARIE A,ONTARIO,6057591,50092,46.49,-84.51,192.0,2012,2023,True,1.7136886102403344
905,SAULT STE. MARIE AIRPORT,ONTARIO,6057593,54838,46.48,-84.52,187.0,2019,2023,True,0.8986415882967607
906,WAWA A,ONTARIO,6059413,52998,47.97,-84.79,287.7,2014,2023,False,34.62904911180773
907,KILLARNEY (AUT),ONTARIO,605DJ25,8997,45.97,-81.48,196.3,1992,2023,False,58.32810867293626
908,CHAPLEAU A,ONTARIO,6061365,53603,47.82,-83.35,448.1,2015,2023,False,35.36050156739812
909,CHAPLEAU AIRPORT,ONTARIO,6061366,55258,47.82,-83.36,447.0,2022,2023,False,50.88819226750261
910,MASSEY,ONTARIO,6065006,4121,46.19,-82.02,200.0,1983,2022,True,10.658307210031348
911,MONETVILLE 2,ONTARIO,6065252,53618,46.22,-80.3,205.0,2015,2023,True,5.266457680250784
912,SUDBURY CLIMATE,ONTARIO,6068145,49508,46.63,-80.8,348.0,2011,2023,True,1.2539184952978055
913,SUDBURY A,ONTARIO,6068153,50840,46.63,-80.8,348.4,2013,2023,True,8.84012539184953
914,BONNER LAKE,ONTARIO,6070QK6,4140,49.38,-82.12,245.0,1990,2023,True,1.5464994775339602
915,EARLTON A,ONTARIO,6072223,49489,47.7,-79.85,243.8,2011,2023,True,3.1347962382445136
916,EARLTON CLIMATE,ONTARIO,6072230,47687,47.7,-79.85,243.4,2008,2023,True,0.7941483803552769
917,KAPUSKASING A,ONTARIO,6073976,52604,49.41,-82.47,226.5,2014,2023,True,1.0867293625914316
918,KAPUSKASING A,ONTARIO,6073978,54260,49.41,-82.47,226.5,2016,2023,False,33.70950888192267
919,KAPUSKASING CDA ON,ONTARIO,6073980,30435,49.41,-82.44,218.0,2000,2023,True,0.4179728317659352
920,KIRKLAND LAKE,ONTARIO,6074207,55367,48.09,-80.06,280.0,2022,2023,False,67.1055381400209
921,KIRKLAND LAKE CS,ONTARIO,6074211,27535,48.15,-80.0,324.0,1997,2022,False,50.30303030303031
922,MOOSONEE,ONTARIO,6075420,48950,51.29,-80.61,9.1,2010,2023,True,1.6509926854754442
923,MOOSONEE UA,ONTARIO,6075425,4168,51.27,-80.65,10.0,1932,2023,False,78.80877742946709
924,MOOSONEE RCS,ONTARIO,6075435,42123,51.29,-80.62,9.1,2003,2022,False,37.09508881922675
925,NAGAGAMI (AUT),ONTARIO,6075543,7633,49.75,-84.16,264.0,1993,2023,True,1.3375130616509927
926,OGOKI POST A,ONTARIO,6075786,52898,51.66,-85.9,181.0,2014,2023,True,5.600835945663532
927,OGOKI POST,ONTARIO,6075788,55361,51.66,-85.9,178.0,2022,2023,False,68.25496342737722
928,TIMMINS CLIMATE,ONTARIO,6078282,47547,48.56,-81.39,294.4,2008,2023,True,3.970741901776385
929,TIMMINS A,ONTARIO,6078286,50460,48.57,-81.38,294.7,2012,2023,True,17.011494252873565
930,ALGONQUIN PARK EAST GATE,ONTARIO,6080192,42967,45.53,-78.27,397.0,2004,2023,True,5.851619644723093
931,NORTH BAY A,ONTARIO,6085680,52318,46.36,-79.42,370.3,2014,2023,True,3.0929989550679204
932,NORTH BAY AIRPORT,ONTARIO,6085695,54604,46.38,-79.4,370.3,2017,2023,True,0.5851619644723093
933,GORE BAY-MANITOULIN,ONTARIO,6092919,48372,45.88,-82.57,189.89,2009,2023,True,2.8631138975966564
